comment
Batman and McQueen just chillin
Let pdiddy in☺️
"""Hey bro cqn i have one block im almost done with my building"
"""yo dude im still waiting on my pizza"""
“All I want from Christmas is you” is sounding diffrent today
"naah if that thing was in my window id just say ""id win"" and and be friends with the entity."
"The son:oh that's just Bob he visits me at night and gives my candy! :D
cutely burns down the house"
Guys it’s Mariah Carey if you don’t believe me look at the sound
“All I want for Christmas is u” is sounding a little different today lol
He looks like he’s about to say the most out of pocket shit
Two sentence horror is always so cheesy
My face at the end: ☹️
Two words :) SHOT - GUN :D
dang a pdfile was out there tryna get him 🤔🤨
Tokoloshie😂😂😂
Why does your artstyle looks so much like Conner?
"He's just cold :3 his name is bob, he's a chill Goober."
"wait, this isn’t mariah carey.."
Poor animated people... They're so cute and I feel so sorry for them.
Maybe i wont tell the ERD about this code blond... MAYBE
Awww cutee😊
Larry got locked outside of his home by his abusive dad so he was asking his little brother to pls open the window
WHAT THE FUCK IS THAT
"The man at night knocking on his window and sees the doorbell 
MAN WTF IS THIS"
oh thats alan hes the evils didlers
Mariah Carey sounds different today...
The all I want for Christmas is you IS NOW A COMPLETE DIFFRENT MEANING
"Nah bro that's just Jimbaliah, he's chill, just dont confuse his name with Jumbalia"
Why does this feel more funny than scary
"I finally talked to the man who knocks at my window every night,nhe was actually nice.

He says he knocks whenever I'm in danger."
that Billy making sure your kid safe such  nice Billy :3
Yeah he is really creepy and is gonna watch you sleep but at least he’s polite and is gonna let you know before
that's Timmy trust me he just wants to play with you and not eat you're lungs 100%
It’s Mariah Carey
"That's Ivan, he's chill in fact he commented in this comment section."
"Me: “NOPE PACK UR BAGS WE LEAVIN”
Kid:”wh-
ME: SHUT UP LETS GO TO MEXICO"
BASK IN FLEEBISM. EAT YOUR CHAIR!
"Wow, how cool is to watch this in the middle of the night😅 good for me"
"""I used to hate the chirping of the cricket's at night, now whenever it passes by the chirping stops and i pray that the chirping starts."""
mom:ah hell nah bye son💔💔💔👁️👄👁️
"Wha bout me? 

""I looked at the mirror, it looked scary and rotten, i looked behind me, i thought it was someone else, but i live alone.. """
I DONT WANT A LOT FOR CHRISTMAS 🗣️🔥‼️
"Oh



















That's just Gary. He's just there to accompany your lonely kid."
The Batman toy lol😂
Hey I actually saw that guy outside my window at 5 banging on my window
all i want for christmas is to get that weird guy to stop knocking on my window
"10/10 Ivan likes my cat, but my cat bit his toe (sorry Ivan)"
OH HELL NAH ITS DIDDY
That was 3 sentences you LIAR 🤡
"""Yo, can I get some icecream? I heard you make some good stuff."" -figiuiure"
